dhb,report_date,count
Hutt Valley,2022-05-25,218
Hutt Valley,2022-05-26,203
Hutt Valley,2022-05-27,194
Hutt Valley,2022-05-28,173
Hutt Valley,2022-05-29,219
Hutt Valley,2022-05-30,245
Hutt Valley,2022-05-31,283
Hutt Valley,2022-06-01,246
Hutt Valley,2022-06-02,235
Hutt Valley,2022-06-03,248
Hutt Valley,2022-06-04,188
Hutt Valley,2022-06-05,169
Hutt Valley,2022-06-06,233
Hutt Valley,2022-06-07,325
Hutt Valley,2022-06-08,372
Hutt Valley,2022-06-09,301
Hutt Valley,2022-06-10,245
Hutt Valley,2022-06-11,203
Hutt Valley,2022-06-12,190
Hutt Valley,2022-06-13,262
Hutt Valley,2022-06-14,223
Hutt Valley,2022-06-15,224
Hutt Valley,2022-06-16,205
Hutt Valley,2022-06-17,176
Hutt Valley,2022-06-18,153
Hutt Valley,2022-06-19,193
Hutt Valley,2022-06-20,226
Hutt Valley,2022-06-21,258
Hutt Valley,2022-06-22,229
Hutt Valley,2022-06-23,191
Hutt Valley,2022-06-24,157
Hutt Valley,2022-06-25,172
Hutt Valley,2022-06-26,229
Hutt Valley,2022-06-27,312
Lakes,2020-03-17,1
Lakes,2020-03-20,1
Lakes,2020-03-23,1
Lakes,2020-03-24,1
Lakes,2020-03-25,3
Lakes,2020-03-26,1
Lakes,2020-03-28,1
Lakes,2020-03-30,2
Lakes,2020-04-04,1
Lakes,2020-04-10,1
Lakes,2020-04-12,2
Lakes,2020-04-17,1
Lakes,2021-11-12,1
Lakes,2021-11-13,4
Lakes,2021-11-14,2
Lakes,2021-11-15,1
Lakes,2021-11-16,6
Lakes,2021-11-17,2
Lakes,2021-11-19,5
Lakes,2021-11-22,3
Lakes,2021-11-24,1
Lakes,2021-11-25,1
Lakes,2021-12-01,2
Lakes,2021-12-02,1
Lakes,2021-12-03,1
Lakes,2021-12-07,1
Lakes,2021-12-08,1
Lakes,2021-12-09,1
Lakes,2021-12-11,1
Lakes,2021-12-13,1
Lakes,2021-12-14,1
Lakes,2021-12-15,1
Lakes,2021-12-16,1
Lakes,2021-12-17,2
Lakes,2021-12-21,4
Lakes,2021-12-22,4
Lakes,2021-12-23,5
Lakes,2021-12-24,7
Lakes,2021-12-25,4
Lakes,2021-12-26,3
Lakes,2021-12-28,4
Lakes,2021-12-29,1
Lakes,2021-12-30,4
Lakes,2021-12-31,3
Lakes,2022-01-01,1
Lakes,2022-01-02,1
Lakes,2022-01-03,4
Lakes,2022-01-05,1
Lakes,2022-01-06,2
Lakes,2022-01-07,1
Lakes,2022-01-08,1
Lakes,2022-01-09,1
Lakes,2022-01-10,1
Lakes,2022-01-11,4
Lakes,2022-01-12,1
Lakes,2022-01-13,7
Lakes,2022-01-14,7
Lakes,2022-01-15,2
Lakes,2022-01-16,7
Lakes,2022-01-17,6
Lakes,2022-01-18,13
Lakes,2022-01-19,10
Lakes,2022-01-20,4
Lakes,2022-01-21,6
Lakes,2022-01-22,5
Lakes,2022-01-23,1
Lakes,2022-01-24,4
Lakes,2022-01-25,8
Lakes,2022-01-26,8
Lakes,2022-01-27,7
Lakes,2022-01-28,6
Lakes,2022-01-29,8
Lakes,2022-01-30,3
Lakes,2022-01-31,1
Lakes,2022-02-01,2
Lakes,2022-02-02,9
Lakes,2022-02-03,15
Lakes,2022-02-04,2
Lakes,2022-02-05,2
Lakes,2022-02-06,9
Lakes,2022-02-07,4
Lakes,2022-02-08,2
Lakes,2022-02-09,5
Lakes,2022-02-10,14
Lakes,2022-02-11,7
Lakes,2022-02-12,12
Lakes,2022-02-13,7
Lakes,2022-02-14,10
Lakes,2022-02-15,4
Lakes,2022-02-16,37
Lakes,2022-02-17,13
Lakes,2022-02-18,10
Lakes,2022-02-19,8
Lakes,2022-02-20,61
Lakes,2022-02-21,101
Lakes,2022-02-22,110
Lakes,2022-02-23,61
Lakes,2022-02-24,136
Lakes,2022-02-25,159
Lakes,2022-02-26,149
Lakes,2022-02-27,243
Lakes,2022-02-28,338
Lakes,2022-03-01,412
Lakes,2022-03-02,537
Lakes,2022-03-03,456
Lakes,2022-03-04,452
Lakes,2022-03-05,427
Lakes,2022-03-06,476
Lakes,2022-03-07,660
Lakes,2022-03-08,630
Lakes,2022-03-09,623
Lakes,2022-03-10,500
Lakes,2022-03-11,489
Lakes,2022-03-12,385
Lakes,2022-03-13,454
Lakes,2022-03-14,630
Lakes,2022-03-15,583
Lakes,2022-03-16,625
Lakes,2022-03-17,495
Lakes,2022-03-18,453
Lakes,2022-03-19,326
Lakes,2022-03-20,449
Lakes,2022-03-21,599
Lakes,2022-03-22,501
Lakes,2022-03-23,475
Lakes,2022-03-24,421
Lakes,2022-03-25,389
Lakes,2022-03-26,319
Lakes,2022-03-27,353
Lakes,2022-03-28,477
Lakes,2022-03-29,441
Lakes,2022-03-30,344
Lakes,2022-03-31,352
Lakes,2022-04-01,285
Lakes,2022-04-02,225
Lakes,2022-04-03,264
Lakes,2022-04-04,365
Lakes,2022-04-05,296
Lakes,2022-04-06,263
Lakes,2022-04-07,218
Lakes,2022-04-08,166
Lakes,2022-04-09,112
Lakes,2022-04-10,151
Lakes,2022-04-11,215
Lakes,2022-04-12,176
Lakes,2022-04-13,182
Lakes,2022-04-14,162
Lakes,2022-04-15,105
Lakes,2022-04-16,112
Lakes,2022-04-17,105
Lakes,2022-04-18,145
Lakes,2022-04-19,209
Lakes,2022-04-20,210
Lakes,2022-04-21,178
Lakes,2022-04-22,164
Lakes,2022-04-23,83
Lakes,2022-04-24,96
Lakes,2022-04-25,111
Lakes,2022-04-26,205
Lakes,2022-04-27,131
Lakes,2022-04-28,141
Lakes,2022-04-29,121
Lakes,2022-04-30,111
Lakes,2022-05-01,104
Lakes,2022-05-02,165
Lakes,2022-05-03,140
Lakes,2022-05-04,133
Lakes,2022-05-05,105
Lakes,2022-05-06,110
Lakes,2022-05-07,75
Lakes,2022-05-08,107
Lakes,2022-05-09,169
Lakes,2022-05-10,149
Lakes,2022-05-11,147
Lakes,2022-05-12,100
Lakes,2022-05-13,118
Lakes,2022-05-14,91
Lakes,2022-05-15,118
Lakes,2022-05-16,184
Lakes,2022-05-17,170
Lakes,2022-05-18,174
Lakes,2022-05-19,125
Lakes,2022-05-20,121
Lakes,2022-05-21,90
Lakes,2022-05-22,77
Lakes,2022-05-23,148
Lakes,2022-05-24,138
Lakes,2022-05-25,122
Lakes,2022-05-26,103
Lakes,2022-05-27,124
Lakes,2022-05-28,78
Lakes,2022-05-29,95
Lakes,2022-05-30,117
Lakes,2022-05-31,100
Lakes,2022-06-01,108
Lakes,2022-06-02,77
Lakes,2022-06-03,83
Lakes,2022-06-04,59
Lakes,2022-06-05,80
Lakes,2022-06-06,71
Lakes,2022-06-07,119
Lakes,2022-06-08,98
Lakes,2022-06-09,100
Lakes,2022-06-10,74
Lakes,2022-06-11,63
Lakes,2022-06-12,70
Lakes,2022-06-13,94
Lakes,2022-06-14,80
Lakes,2022-06-15,78
Lakes,2022-06-16,81
Lakes,2022-06-17,75
Lakes,2022-06-18,59
Lakes,2022-06-19,47
Lakes,2022-06-20,74
Lakes,2022-06-21,82
Lakes,2022-06-22,65
Lakes,2022-06-23,84
Lakes,2022-06-24,52
Lakes,2022-06-25,65
Lakes,2022-06-26,70
Lakes,2022-06-27,112
Managed Isolation & Quarantine,2020-06-17,1
Managed Isolation & Quarantine,2020-06-19,2
Managed Isolation & Quarantine,2020-06-20,1
Managed Isolation & Quarantine,2020-06-21,3
Managed Isolation & Quarantine,2020-06-22,2
Managed Isolation & Quarantine,2020-06-23,1
Managed Isolation & Quarantine,2020-06-24,3
Managed Isolation & Quarantine,2020-06-25,1
Managed Isolation & Quarantine,2020-06-26,1
Managed Isolation & Quarantine,2020-06-27,5
Managed Isolation & Quarantine,2020-06-28,1
Managed Isolation & Quarantine,2020-06-29,1
Managed Isolation & Quarantine,2020-07-01,1
Managed Isolation & Quarantine,2020-07-02,1
Managed Isolation & Quarantine,2020-07-05,3
Managed Isolation & Quarantine,2020-07-06,3
Managed Isolation & Quarantine,2020-07-07,2
Managed Isolation & Quarantine,2020-07-08,2
Managed Isolation & Quarantine,2020-07-09,3
Managed Isolation & Quarantine,2020-07-11,1
Managed Isolation & Quarantine,2020-07-13,1
Managed Isolation & Quarantine,2020-07-14,3
Managed Isolation & Quarantine,2020-07-16,1
Managed Isolation & Quarantine,2020-07-17,2
Managed Isolation & Quarantine,2020-07-18,2
Managed Isolation & Quarantine,2020-07-19,1
Managed Isolation & Quarantine,2020-07-20,1
Managed Isolation & Quarantine,2020-07-24,1
Managed Isolation & Quarantine,2020-07-27,2
Managed Isolation & Quarantine,2020-07-28,1
Managed Isolation & Quarantine,2020-07-29,1
Managed Isolation & Quarantine,2020-07-31,2
Managed Isolation & Quarantine,2020-08-01,2
Managed Isolation & Quarantine,2020-08-02,3
Managed Isolation & Quarantine,2020-08-04,2
Managed Isolation & Quarantine,2020-08-11,1
Managed Isolation & Quarantine,2020-08-12,2
Managed Isolation & Quarantine,2020-08-15,1
Managed Isolation & Quarantine,2020-08-18,1
Managed Isolation & Quarantine,2020-08-20,2
Managed Isolation & Quarantine,2020-08-22,2
Managed Isolation & Quarantine,2020-08-23,1
Managed Isolation & Quarantine,2020-08-25,1
Managed Isolation & Quarantine,2020-08-26,2
Managed Isolation & Quarantine,2020-08-28,9
Managed Isolation & Quarantine,2020-08-30,1
Managed Isolation & Quarantine,2020-08-31,12
Managed Isolation & Quarantine,2020-09-01,2
Managed Isolation & Quarantine,2020-09-02,1
Managed Isolation & Quarantine,2020-09-03,1
Managed Isolation & Quarantine,2020-09-04,3
Managed Isolation & Quarantine,2020-09-05,2
Managed Isolation & Quarantine,2020-09-06,1
Managed Isolation & Quarantine,2020-09-07,2
Managed Isolation & Quarantine,2020-09-09,2
Managed Isolation & Quarantine,2020-09-12,1
Managed Isolation & Quarantine,2020-09-14,4
Managed Isolation & Quarantine,2020-09-16,7
Managed Isolation & Quarantine,2020-09-18,2
Managed Isolation & Quarantine,2020-09-19,1
Managed Isolation & Quarantine,2020-09-23,3
Managed Isolation & Quarantine,2020-09-24,1
Managed Isolation & Quarantine,2020-09-25,1
Managed Isolation & Quarantine,2020-09-26,2
Managed Isolation & Quarantine,2020-09-27,2
Managed Isolation & Quarantine,2020-09-28,1
Managed Isolation & Quarantine,2020-09-30,6
Managed Isolation & Quarantine,2020-10-01,6
Managed Isolation & Quarantine,2020-10-02,1
Managed Isolation & Quarantine,2020-10-03,4
Managed Isolation & Quarantine,2020-10-04,2
Managed Isolation & Quarantine,2020-10-05,3
Managed Isolation & Quarantine,2020-10-06,2
Managed Isolation & Quarantine,2020-10-07,3
Managed Isolation & Quarantine,2020-10-08,3
Managed Isolation & Quarantine,2020-10-09,4
Managed Isolation & Quarantine,2020-10-11,3
Managed Isolation & Quarantine,2020-10-12,1
Managed Isolation & Quarantine,2020-10-13,2
Managed Isolation & Quarantine,2020-10-14,1
Managed Isolation & Quarantine,2020-10-15,5
Managed Isolation & Quarantine,2020-10-16,1
Managed Isolation & Quarantine,2020-10-17,3
Managed Isolation & Quarantine,2020-10-18,1
Managed Isolation & Quarantine,2020-10-19,1
Managed Isolation & Quarantine,2020-10-20,22
Managed Isolation & Quarantine,2020-10-21,2
Managed Isolation & Quarantine,2020-10-22,2
Managed Isolation & Quarantine,2020-10-23,18
Managed Isolation & Quarantine,2020-10-25,4
Managed Isolation & Quarantine,2020-10-26,1
Managed Isolation & Quarantine,2020-10-27,3
Managed Isolation & Quarantine,2020-10-28,6
Managed Isolation & Quarantine,2020-10-29,1
Managed Isolation & Quarantine,2020-10-30,6
Managed Isolation & Quarantine,2020-10-31,5
Managed Isolation & Quarantine,2020-11-01,3
Managed Isolation & Quarantine,2020-11-02,4
Managed Isolation & Quarantine,2020-11-04,3
Managed Isolation & Quarantine,2020-11-05,1
Managed Isolation & Quarantine,2020-11-07,5
Managed Isolation & Quarantine,2020-11-08,1
Managed Isolation & Quarantine,2020-11-09,4
Managed Isolation & Quarantine,2020-11-10,1
Managed Isolation & Quarantine,2020-11-11,2
Managed Isolation & Quarantine,2020-11-12,3
Managed Isolation & Quarantine,2020-11-13,3
Managed Isolation & Quarantine,2020-11-14,2
Managed Isolation & Quarantine,2020-11-15,1
Managed Isolation & Quarantine,2020-11-16,3
Managed Isolation & Quarantine,2020-11-17,1
Managed Isolation & Quarantine,2020-11-18,7
Managed Isolation & Quarantine,2020-11-19,1
Managed Isolation & Quarantine,2020-11-20,4
Managed Isolation & Quarantine,2020-11-21,6
Managed Isolation & Quarantine,2020-11-22,2
Managed Isolation & Quarantine,2020-11-23,10
Managed Isolation & Quarantine,2020-11-24,3
Managed Isolation & Quarantine,2020-11-25,1
Managed Isolation & Quarantine,2020-11-26,7
Managed Isolation & Quarantine,2020-11-27,3
Managed Isolation & Quarantine,2020-11-28,4
Managed Isolation & Quarantine,2020-11-29,3
Managed Isolation & Quarantine,2020-11-30,6
Managed Isolation & Quarantine,2020-12-01,3
Managed Isolation & Quarantine,2020-12-02,2
Managed Isolation & Quarantine,2020-12-03,3
Managed Isolation & Quarantine,2020-12-04,9
Managed Isolation & Quarantine,2020-12-06,2
Managed Isolation & Quarantine,2020-12-07,6
Managed Isolation & Quarantine,2020-12-08,2
Managed Isolation & Quarantine,2020-12-09,2
Managed Isolation & Quarantine,2020-12-10,3
Managed Isolation & Quarantine,2020-12-11,1
Managed Isolation & Quarantine,2020-12-12,5
Managed Isolation & Quarantine,2020-12-14,4
Managed Isolation & Quarantine,2020-12-16,4
Managed Isolation & Quarantine,2020-12-17,4
Managed Isolation & Quarantine,2020-12-18,2
Managed Isolation & Quarantine,2020-12-19,7
Managed Isolation & Quarantine,2020-12-20,4
Managed Isolation & Quarantine,2020-12-21,5
Managed Isolation & Quarantine,2020-12-22,2
Managed Isolation & Quarantine,2020-12-23,3
Managed Isolation & Quarantine,2020-12-24,6
Managed Isolation & Quarantine,2020-12-25,2
Managed Isolation & Quarantine,2020-12-26,3
Managed Isolation & Quarantine,2020-12-27,3
Managed Isolation & Quarantine,2020-12-28,6
Managed Isolation & Quarantine,2020-12-29,4
Managed Isolation & Quarantine,2020-12-30,7
Managed Isolation & Quarantine,2020-12-31,3
Managed Isolation & Quarantine,2021-01-01,6
Managed Isolation & Quarantine,2021-01-02,8
Managed Isolation & Quarantine,2021-01-03,3
Managed Isolation & Quarantine,2021-01-04,1
Managed Isolation & Quarantine,2021-01-05,2
Managed Isolation & Quarantine,2021-01-06,2
Managed Isolation & Quarantine,2021-01-07,18
Managed Isolation & Quarantine,2021-01-08,4
Managed Isolation & Quarantine,2021-01-09,8
Managed Isolation & Quarantine,2021-01-10,9
Managed Isolation & Quarantine,2021-01-11,6
Managed Isolation & Quarantine,2021-01-12,2
Managed Isolation & Quarantine,2021-01-13,8
Managed Isolation & Quarantine,2021-01-14,6
Managed Isolation & Quarantine,2021-01-15,6
Managed Isolation & Quarantine,2021-01-16,5
Managed Isolation & Quarantine,2021-01-17,2
Managed Isolation & Quarantine,2021-01-18,2
Managed Isolation & Quarantine,2021-01-19,2
Managed Isolation & Quarantine,2021-01-20,4
Managed Isolation & Quarantine,2021-01-21,4
Managed Isolation & Quarantine,2021-01-22,3
Managed Isolation & Quarantine,2021-01-23,6
Managed Isolation & Quarantine,2021-01-24,6
Managed Isolation & Quarantine,2021-01-25,2
Managed Isolation & Quarantine,2021-01-26,1
Managed Isolation & Quarantine,2021-01-27,4
Managed Isolation & Quarantine,2021-01-28,5
Managed Isolation & Quarantine,2021-01-29,2
Managed Isolation & Quarantine,2021-02-01,1
Managed Isolation & Quarantine,2021-02-02,4
Managed Isolation & Quarantine,2021-02-03,3
Managed Isolation & Quarantine,2021-02-04,3
Managed Isolation & Quarantine,2021-02-05,2
Managed Isolation & Quarantine,2021-02-06,2
Managed Isolation & Quarantine,2021-02-08,1
Managed Isolation & Quarantine,2021-02-09,2
Managed Isolation & Quarantine,2021-02-10,2
Managed Isolation & Quarantine,2021-02-11,1
Managed Isolation & Quarantine,2021-02-12,4
Managed Isolation & Quarantine,2021-02-14,4
Managed Isolation & Quarantine,2021-02-15,1
Managed Isolation & Quarantine,2021-02-16,1
Managed Isolation & Quarantine,2021-02-17,3
Managed Isolation & Quarantine,2021-02-19,6
Managed Isolation & Quarantine,2021-02-20,2
Managed Isolation & Quarantine,2021-02-22,5
Managed Isolation & Quarantine,2021-02-23,4
Managed Isolation & Quarantine,2021-02-24,2
Managed Isolation & Quarantine,2021-02-25,1
Managed Isolation & Quarantine,2021-02-27,2
Managed Isolation & Quarantine,2021-02-28,2
Managed Isolation & Quarantine,2021-03-01,4
Managed Isolation & Quarantine,2021-03-02,1
Managed Isolation & Quarantine,2021-03-03,6
Managed Isolation & Quarantine,2021-03-05,9
Managed Isolation & Quarantine,2021-03-06,1
Managed Isolation & Quarantine,2021-03-07,7
Managed Isolation & Quarantine,2021-03-08,3
Managed Isolation & Quarantine,2021-03-09,1
Managed Isolation & Quarantine,2021-03-10,8
Managed Isolation & Quarantine,2021-03-11,1
Managed Isolation & Quarantine,2021-03-12,3
Managed Isolation & Quarantine,2021-03-13,1
Managed Isolation & Quarantine,2021-03-14,7
Managed Isolation & Quarantine,2021-03-15,1
Managed Isolation & Quarantine,2021-03-16,2
Managed Isolation & Quarantine,2021-03-17,7
Managed Isolation & Quarantine,2021-03-18,1
Managed Isolation & Quarantine,2021-03-19,5
Managed Isolation & Quarantine,2021-03-20,5
Managed Isolation & Quarantine,2021-03-21,5
Managed Isolation & Quarantine,2021-03-22,7
Managed Isolation & Quarantine,2021-03-23,3
Managed Isolation & Quarantine,2021-03-24,5
Managed Isolation & Quarantine,2021-03-25,3
Managed Isolation & Quarantine,2021-03-26,1
Managed Isolation & Quarantine,2021-03-27,2
Managed Isolation & Quarantine,2021-03-28,10
Managed Isolation & Quarantine,2021-03-29,2
Managed Isolation & Quarantine,2021-03-30,2
Managed Isolation & Quarantine,2021-03-31,5
Managed Isolation & Quarantine,2021-04-02,4
Managed Isolation & Quarantine,2021-04-03,1
Managed Isolation & Quarantine,2021-04-04,7
Managed Isolation & Quarantine,2021-04-05,10
Managed Isolation & Quarantine,2021-04-06,7
Managed Isolation & Quarantine,2021-04-07,19
Managed Isolation & Quarantine,2021-04-08,5
Managed Isolation & Quarantine,2021-04-09,8
Managed Isolation & Quarantine,2021-04-10,5
Managed Isolation & Quarantine,2021-04-11,8
Managed Isolation & Quarantine,2021-04-12,4
Managed Isolation & Quarantine,2021-04-13,1
Managed Isolation & Quarantine,2021-04-14,2
Managed Isolation & Quarantine,2021-04-15,3
Managed Isolation & Quarantine,2021-04-16,2
Managed Isolation & Quarantine,2021-04-17,2
Managed Isolation & Quarantine,2021-04-18,2
Managed Isolation & Quarantine,2021-04-20,1
Managed Isolation & Quarantine,2021-04-21,4
Managed Isolation & Quarantine,2021-04-23,2
Managed Isolation & Quarantine,2021-04-25,4
Managed Isolation & Quarantine,2021-04-26,4
Managed Isolation & Quarantine,2021-04-27,2
Managed Isolation & Quarantine,2021-04-28,2
Managed Isolation & Quarantine,2021-04-29,1
Managed Isolation & Quarantine,2021-04-30,4
Managed Isolation & Quarantine,2021-05-01,3
Managed Isolation & Quarantine,2021-05-02,4
Managed Isolation & Quarantine,2021-05-03,1
Managed Isolation & Quarantine,2021-05-04,4
Managed Isolation & Quarantine,2021-05-05,1
Managed Isolation & Quarantine,2021-05-06,5
Managed Isolation & Quarantine,2021-05-07,3
Managed Isolation & Quarantine,2021-05-08,1
Managed Isolation & Quarantine,2021-05-09,1
Managed Isolation & Quarantine,2021-05-11,1
Managed Isolation & Quarantine,2021-05-12,1
Managed Isolation & Quarantine,2021-05-15,1
Managed Isolation & Quarantine,2021-05-16,5
Managed Isolation & Quarantine,2021-05-17,1
Managed Isolation & Quarantine,2021-05-18,6
Managed Isolation & Quarantine,2021-05-19,1
Managed Isolation & Quarantine,2021-05-20,1
Managed Isolation & Quarantine,2021-05-21,3
Managed Isolation & Quarantine,2021-05-23,4
Managed Isolation & Quarantine,2021-05-24,2
Managed Isolation & Quarantine,2021-05-25,1
Managed Isolation & Quarantine,2021-05-27,1
Managed Isolation & Quarantine,2021-05-29,1
Managed Isolation & Quarantine,2021-05-30,2
Managed Isolation & Quarantine,2021-06-01,5
Managed Isolation & Quarantine,2021-06-02,2
Managed Isolation & Quarantine,2021-06-03,1
Managed Isolation & Quarantine,2021-06-04,2
Managed Isolation & Quarantine,2021-06-06,3
Managed Isolation & Quarantine,2021-06-07,4
Managed Isolation & Quarantine,2021-06-08,6
Managed Isolation & Quarantine,2021-06-09,1
Managed Isolation & Quarantine,2021-06-10,5
Managed Isolation & Quarantine,2021-06-11,4
Managed Isolation & Quarantine,2021-06-12,3
Managed Isolation & Quarantine,2021-06-14,1
Managed Isolation & Quarantine,2021-06-16,2
Managed Isolation & Quarantine,2021-06-17,1
Managed Isolation & Quarantine,2021-06-18,2
Managed Isolation & Quarantine,2021-06-19,2
Managed Isolation & Quarantine,2021-06-20,2
Managed Isolation & Quarantine,2021-06-22,4
Managed Isolation & Quarantine,2021-06-23,1
Managed Isolation & Quarantine,2021-06-24,2
Managed Isolation & Quarantine,2021-06-25,3
Managed Isolation & Quarantine,2021-06-26,3
Managed Isolation & Quarantine,2021-06-27,6
Managed Isolation & Quarantine,2021-06-28,5
Managed Isolation & Quarantine,2021-06-29,1
Managed Isolation & Quarantine,2021-06-30,1
Managed Isolation & Quarantine,2021-07-01,3
Managed Isolation & Quarantine,2021-07-02,3
Managed Isolation & Quarantine,2021-07-03,3
Managed Isolation & Quarantine,2021-07-04,9
Managed Isolation & Quarantine,2021-07-05,1
Managed Isolation & Quarantine,2021-07-06,5
Managed Isolation & Quarantine,2021-07-07,2
Managed Isolation & Quarantine,2021-07-10,3
Managed Isolation & Quarantine,2021-07-11,3
Managed Isolation & Quarantine,2021-07-12,15
Managed Isolation & Quarantine,2021-07-14,22
Managed Isolation & Quarantine,2021-07-15,2
Managed Isolation & Quarantine,2021-07-16,6
Managed Isolation & Quarantine,2021-07-17,4
Managed Isolation & Quarantine,2021-07-18,3
Managed Isolation & Quarantine,2021-07-19,6
Managed Isolation & Quarantine,2021-07-20,8
Managed Isolation & Quarantine,2021-07-21,6
Managed Isolation & Quarantine,2021-07-22,5
Managed Isolation & Quarantine,2021-07-23,3
Managed Isolation & Quarantine,2021-07-24,1
Managed Isolation & Quarantine,2021-07-26,2
Managed Isolation & Quarantine,2021-07-27,1
Managed Isolation & Quarantine,2021-07-28,6
Managed Isolation & Quarantine,2021-07-30,4
Managed Isolation & Quarantine,2021-08-01,4
Managed Isolation & Quarantine,2021-08-02,2
Managed Isolation & Quarantine,2021-08-03,2
Managed Isolation & Quarantine,2021-08-05,1
Managed Isolation & Quarantine,2021-08-06,2
Managed Isolation & Quarantine,2021-08-07,4
Managed Isolation & Quarantine,2021-08-08,12
Managed Isolation & Quarantine,2021-08-09,3
Managed Isolation & Quarantine,2021-08-10,3
Managed Isolation & Quarantine,2021-08-11,8
Managed Isolation & Quarantine,2021-08-13,3
Managed Isolation & Quarantine,2021-08-14,3
Managed Isolation & Quarantine,2021-08-15,4
Managed Isolation & Quarantine,2021-08-17,7
Managed Isolation & Quarantine,2021-08-18,8
Managed Isolation & Quarantine,2021-08-19,4
Managed Isolation & Quarantine,2021-08-20,2
Managed Isolation & Quarantine,2021-08-21,4
Managed Isolation & Quarantine,2021-08-22,3
Managed Isolation & Quarantine,2021-08-23,2
Managed Isolation & Quarantine,2021-08-24,2
Managed Isolation & Quarantine,2021-08-25,1
Managed Isolation & Quarantine,2021-08-26,2
Managed Isolation & Quarantine,2021-08-27,1
Managed Isolation & Quarantine,2021-08-29,2
Managed Isolation & Quarantine,2021-09-01,4
Managed Isolation & Quarantine,2021-09-02,1
Managed Isolation & Quarantine,2021-09-03,2
Managed Isolation & Quarantine,2021-09-04,3
Managed Isolation & Quarantine,2021-09-05,4
Managed Isolation & Quarantine,2021-09-06,1
Managed Isolation & Quarantine,2021-09-07,1
Managed Isolation & Quarantine,2021-09-08,8
Managed Isolation & Quarantine,2021-09-09,3
Managed Isolation & Quarantine,2021-09-10,3
Managed Isolation & Quarantine,2021-09-11,3
Managed Isolation & Quarantine,2021-09-12,2
Managed Isolation & Quarantine,2021-09-13,3
Managed Isolation & Quarantine,2021-09-14,1
Managed Isolation & Quarantine,2021-09-15,4
Managed Isolation & Quarantine,2021-09-16,4
Managed Isolation & Quarantine,2021-09-17,2
Managed Isolation & Quarantine,2021-09-18,1
Managed Isolation & Quarantine,2021-09-19,1
Managed Isolation & Quarantine,2021-09-21,1
Managed Isolation & Quarantine,2021-09-22,2
Managed Isolation & Quarantine,2021-09-23,1
Managed Isolation & Quarantine,2021-09-24,1
Managed Isolation & Quarantine,2021-09-25,1
Managed Isolation & Quarantine,2021-09-26,2
Managed Isolation & Quarantine,2021-09-27,2
Managed Isolation & Quarantine,2021-09-29,4
Managed Isolation & Quarantine,2021-10-03,2
Managed Isolation & Quarantine,2021-10-04,1
Managed Isolation & Quarantine,2021-10-05,2
Managed Isolation & Quarantine,2021-10-06,2
Managed Isolation & Quarantine,2021-10-07,3
Managed Isolation & Quarantine,2021-10-09,1
Managed Isolation & Quarantine,2021-10-11,1
Managed Isolation & Quarantine,2021-10-12,2
Managed Isolation & Quarantine,2021-10-13,1
Managed Isolation & Quarantine,2021-10-16,1
Managed Isolation & Quarantine,2021-10-17,7
Managed Isolation & Quarantine,2021-10-18,5
Managed Isolation & Quarantine,2021-10-19,2
Managed Isolation & Quarantine,2021-10-20,4
Managed Isolation & Quarantine,2021-10-22,6
Managed Isolation & Quarantine,2021-10-23,2
Managed Isolation & Quarantine,2021-10-25,1
Managed Isolation & Quarantine,2021-10-26,2
Managed Isolation & Quarantine,2021-10-27,6
Managed Isolation & Quarantine,2021-10-28,3
Managed Isolation & Quarantine,2021-10-29,3
Managed Isolation & Quarantine,2021-10-30,3
Managed Isolation & Quarantine,2021-10-31,2
Managed Isolation & Quarantine,2021-11-01,5
Managed Isolation & Quarantine,2021-11-02,5
Managed Isolation & Quarantine,2021-11-03,3
Managed Isolation & Quarantine,2021-11-04,2
Managed Isolation & Quarantine,2021-11-05,2
Managed Isolation & Quarantine,2021-11-06,2
Managed Isolation & Quarantine,2021-11-07,2
Managed Isolation & Quarantine,2021-11-08,3
Managed Isolation & Quarantine,2021-11-09,1
Managed Isolation & Quarantine,2021-11-11,2
Managed Isolation & Quarantine,2021-11-12,2
Managed Isolation & Quarantine,2021-11-13,1
Managed Isolation & Quarantine,2021-11-17,1
Managed Isolation & Quarantine,2021-11-19,3
Managed Isolation & Quarantine,2021-11-20,2
Managed Isolation & Quarantine,2021-11-21,1
Managed Isolation & Quarantine,2021-11-22,4
Managed Isolation & Quarantine,2021-11-23,1
Managed Isolation & Quarantine,2021-11-24,7
Managed Isolation & Quarantine,2021-11-25,3
Managed Isolation & Quarantine,2021-11-26,7
Managed Isolation & Quarantine,2021-11-27,1
Managed Isolation & Quarantine,2021-11-28,3
Managed Isolation & Quarantine,2021-11-29,3
Managed Isolation & Quarantine,2021-11-30,1
Managed Isolation & Quarantine,2021-12-01,2
Managed Isolation & Quarantine,2021-12-02,3
Managed Isolation & Quarantine,2021-12-03,3
Managed Isolation & Quarantine,2021-12-04,2
Managed Isolation & Quarantine,2021-12-05,1
Managed Isolation & Quarantine,2021-12-06,1
Managed Isolation & Quarantine,2021-12-07,2
Managed Isolation & Quarantine,2021-12-08,1
Managed Isolation & Quarantine,2021-12-09,2
Managed Isolation & Quarantine,2021-12-10,2
Managed Isolation & Quarantine,2021-12-11,2
Managed Isolation & Quarantine,2021-12-13,1
Managed Isolation & Quarantine,2021-12-14,2
